"phytac","phytac"
"phytate","phytate"
"ip6","ip6"
"phytic","phytic"
"inositol","inositol"
"hexakisphosphate","hexakisphosphate"
"polyphosphate","polyphosphate"
"cyclohexane","cyclohexane"
"hexayl","hexayl"
"hexakis","hexakis"
"dihydrogen","dihydrogen"
"phosphate","phosphate"
"salt","salt"
"sapon","sapon"
"saponin","saponin"
"triterpene","triterpene"
"triterpenoid","triterpenoid"
"amphipathic","amphipathic"
"lipophilic","lipophilic"
"hydrophilic","hydrophilic"
"foaming","foaming"
"vitb","vitb"
"vitd","vitd"
"vitk","vitk"
"tocph","tocph"
"tocopherols","tocopherols"
"toctr","toctr"
"tocotrienols","tocotrienols"
"amiace","amiace"
"amiacce","amiacce"
"conditionally","conditionally"
"amiacne","amiacne"
"non","non"
"amiac","amiac"
"orgac","orgac"
"fauns","fauns"
"good","good"
"healthy","healthy"
"faess","faess"
"facn3","facn3"
"ω","ω"
"facn6","facn6"
"facn9","facn9"
"famscis","famscis"
"fatrn","fatrn"
"bad","bad"
"unhealthy","unhealthy"
"harmful","harmful"
"detrimental","detrimental"
"damaging","damaging"
"olsac","olsac"
"oligosaccharides","oligosaccharides"
"polymer","polymer"
"complex","complex"
"phystr","phystr"
"phytosterols","phytosterols"
"stanol","stanol"
"mnrleq","mnrleq"
"minerals","minerals"
"mnrlet","mnrlet"
"mnrlpet","mnrlpet"
"possibly","possibly"
"mnrlnet","mnrlnet"
"mnrltx","mnrltx"
"carot","carot"
"carotenes","carotenes"
"carotin","carotin"
"photosythetic","photosythetic"
"xantp","xantp"
"xanthophylls","xanthophylls"
"phylloxanthin","phylloxanthin"
"cartbeq","cartbeq"
"equivalents","equivalents"
"previtamin","previtamin"
"vita","vita"
"vit","vit"
"vitamins","vitamins"
