"code","code","food code","id","tag","legend"
"name","name","food name","title","label"
"scie","scientific name","binomial name","genus name","bitanical name"
"regn","regn","no. of regions","number of regions","regions"
"water","water","moisture","liquid","steam","vapour"
"protcnt","protcnt","protein"
"ash","ash","metal oxide","mineral","inorganic","element","residue"
"fatce","fatce","total fat","total lipid","fat","lipid"
"fibtg","fibtg","total dietary fiber","total dietary roughage","total dietary bulk","total fiber","total roughage","total bulk","fiber","roughage","bulk"
"fibins","fibins","insoluble dietary fiber","insoluble dietary roughage","insoluble dietary bulk","insoluble fiber","insoluble roughage","insoluble bulk"
"fibsol","fibsol","soluble dietary fiber","soluble dietary roughage","soluble dietary bulk","soluble fiber","soluble roughage","soluble bulk"
"choavldf","choavldf","carbohydrate","cho","saccharide","ose","glucide","hydrate","carbon"
"enerc","enerc","energy","atp","calorie","metabolism"
"thia","thia","thiamine","thiamin","aneurine","vitamin b1","b1"
"ribf","ribf","riboflavin","vactochrome","lactoflavin","vitamin b2","b2"
"nia","nia","niacin","nicotinic acid","nicotinic","nicotinamide","bionic","vitamin b3","b3","vitamin pp","pp"
"pantac","pantac","pantothenic acid","pantothenic","pantothenate","vitamin b5","b5"
"vitb6c","vitb6c","total vitamin b6","vitamin b6","b6","pyridoxine","pn","pyridoxine 5 phosphate","p5p","pyridoxal","pl","pyridoxal 5 phosphate","plp","pyridoxamine","pm","pyridoxamine 5 phosphate","pmp","4 pyridoxic acid","pa","pyritinol"
"biot","biot","biotin","biopeiderm","vitamin b7","b7","vitamin h","h","coenzyme r","r"
"folsum","folsum","total folates","folate sum","pteroyl","glutamic acid","glutamate","folic","folacin","vitamin b9","b9","vitamin bc","bc","vitamin m","m"
"vitc","vitc","total ascorbic acid","ascorbic acid","ascorbate","vitamin c","c"
"retol","retol","retinol","vitamin a1","a1"
"ergcal","ergcal","ergocalciferol","calciferol","viosterol","vitamin d2","d2"
"chocal","chocal","cholecalciferol","activated","dehydrocholesterol","colecalciferol","vitamin d3","d3"
"doh25","doh25","25-OH-D3","calcifediol","calcidiol","hydroxycholecalciferol","hydroxyvitamin","prehormone","vitamin d3","d3"
"tocpha","tocpha","α tocopherol","a tocopherol","alpha tocopherol","α tcp","a tcp","alpha tcp","α tocph","a tocph","alpha tocph"
"tocphb","tocphb","β tocopherol","b tocopherol","beta tocopherol","β tcp","b tcp","beta tcp","β tocph","b tocph","beta tocph"
"tocphg","tocphg","γ tocopherol","g tocopherol","gamma tocopherol","γ tcp","g tcp","gamma tcp","γ tocph","g tocph","gamma tocph"
"tocphd","tocphd","δ tocopherol","d tocopherol","delta tocopherol","δ tcp","d tcp","delta tcp","δ tocph","d tocph","delta tocph"
"toctra","toctra","α tocotrienol","a tocotrienol","alpha tocotrienol","α tct","a tct","alpha tct","α toctr","a toctr","alpha toctr"
"toctrb","toctrb","β tocotrienol","b tocotrienol","beta tocotrienol","β tct","b tct","beta tct","β toctr","b toctr","beta toctr"
"toctrg","toctrg","γ tocotrienol","g tocotrienol","gamma tocotrienol","γ tct","g tct","gamma tct","γ toctr","g toctr","gamma toctr"
"toctrd","toctrd","δ tocotrienol","d tocotrienol","delta tocotrienol","δ tct","d tct","delta tct","δ toctr","d toctr","delta toctr"
"vite","vite","α tocopherol equivalent","a tocopherol equivalent","alpha tocopherol equivalent","α tcp equivalent","a tcp equivalent","alpha tcp equivalent","α tocph equivalent","a tocph equivalent","alpha tocph equivalent","ate","te","vitamin e","e"
"vitk1","vitk1","phylloquinones","pk","phytomenadione","phytonadione","quinone","mephyton","vitamin k1","k1"
"vitk2","vitk2","menaquinones","mk","menatetrenone","quinone","vitamin k2","k2"
"lutn","lutn","lutein"
"zea","zea","zeaxanthin"
"crypxb","crypxb","β cryptoxanthin","b cryptoxanthin","beta cryptoxanthin","cryptoxanthol","caricaxanthin","kryptoxanthin"
"lycpn","lycpn","lycopene"
"cartg","cartg","γ carotene","g carotene","gamma carotene"
"carta","carta","α carotene","a carotene","alpha carotene"
"cartb","cartb","β carotene","b carotene","beta carotene"
"cartoid","cartoid","total carotenoids","carotenoid sum","carotenoids","orange pigment","yellow pigment"
"al","Aluminium Al","trace","post","transition","metal","mineral","element"
"as","Arsenic As","trace","metalloid","toxic","element"
"cd","Cadmium Cd","trace","post","transition","metal","toxic","element"
"ca","Calcium Ca","quantity","alkaline","earth","metal","mineral","element"
"cr","Chromium Cr","trace","transition","metal","mineral","element"
"co","Cobalt Co","trace","transition","metal","mineral","element"
"cu","Copper Cu","trace","transition","metal","mineral","element"
"fe","Iron Fe","trace","transition","metal","mineral","element"
"pb","Lead Pb","trace","heavy","post","transition","metal","toxic","element"
"li","Lithium Li","trace","alkali","metal","mineral","element"
"mg","Magnesium Mg","quantity","alkaline","earth","metal","mineral","element"
"mn","Manganese Mn","trace","transition","metal","ineral","element"
"hg","Mercury Hg","trace","heavy","liquid","post","transition","metal","toxic","element"
"mo","Molybdenum Mo","trace","transition","metal","mineral","element"
"ni","Nickel Ni","trace","transition","metal","mineral","element"
"p","Phophorus P","quantity","nonmetal","mineral","element"
"k","Potassium K","quantity","alkali","metal","mineral","element"
"se","Selenium Se","trace","nonmetal","mineral","element"
"na","Sodium Na","quantity","alkali","metal","mineral","element"
"zn","Zinc Zn","trace","post","transition","mineral","element"
